City	State	price	title	url	Postingdate	Numimage	Description	Year	Makemodels	Conditions	Cylinders	Drive	Fuel	Odometer	paintcolor	Size	Titlestatus	Transmission	Vin
Call (662) 200-5006		36500	2015 Ford F150 F-150 King Ranch Turbo V6 4WD CARFAX One Owner Leather	https://northmiss.craigslist.org/ctd/d/2015-ford-fking-ranch-turbo/6486702409.html	"
                    2018-02-06 11:53am
                "	6	"2015 Ford F-150 King Ranch
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1098 
 
Year:*2015*
Make: *Ford*
Model: *F-150*
Trim: *King Ranch*
VIN: 1FTEW1EG3FFA67519
Stock: P1098
Mileage: 73221 miles
Engine: EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged
Transmission: 6-Speed Automatic Electronic
Driveline: 
Exterior: Ruby Red Metallic Tinted Clearcoat
Body: 4D SuperCrew Truck


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1098 
 2015 Ford F-150 King Ranch Crew Cab 4WD FX4 with Navigation for sale - Only 73K miles 1 Owner Clean Carfax Service records 4 wheel drive Navigation Back Up Camera Panoramic sunroof Leather seats Heated - Cooled - Memory - Power seats Heated steering wheel XM radio Bluetooth connectivity Bed liner Power running boards Tow package 20 inch chrome wheels and much more. This luxury truck is sharp! It has Ruby Red Metallic paint with Mesa King Ranch leather interior. This Ford has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get bumper to bumper protection all the way up to 120000 miles!Awards:* 2015 IIHS Top Safety Pick * Green Car Journal Green Car Technology Award * NACTOY North American Truck of the Year * 2015 KBB.com Brand Image AwardsButch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2013 13 2014 14 2015 15 2016 16 2017 17 
Similar Trims: King Ranch 4dr SuperCrew 4WD 5.5 ft. SB 5.0L 8cyl 6A 6.5 Lariat SuperCab 2.7L 6cyl Turbo 8 LB Platinum XL 2dr Regular Cab 3.5L XLT 6A
Other: F 150 250 350 450 F-150 F-250 F-350 F-450 F150 F250 F350 F450 1/2ton 3/4ton 1ton half one ton Single Extended Crew Short Long Bed AWD 4x4 FX4 RWD Pickup Truck Super Duty Cabela L 6.0L Turbodiesel Turbocharged V6 4Matic Quattro 4Motion xDrive CARFAX One Owner 1 Heated Leather Seats Navigation System Sunroof Moonroof Bluetooth Back-Up Backup Camera Tow Package _2015_ _Ford_ _F150_ _F-150_ _King_ _Ranch_ _Turbo_ _V6_ _4WD_ _CARFAX_ _One_ _Owner_ _Leather_ _Seats_ _Crew_ _Cab_ _Navigation_ _Sunroof_ _Bluetooth_ _Backup_ _Camera_ _Tow_ _Package_ _15_ *2015* *Ford* *F150* *F-150* *King* *Ranch* *Turbo* *V6* *4WD* *CARFAX* *One* *Owner* *Leather* *Seats* *Crew* *Cab* *Navigation* *Sunroof* *Bluetooth* *Backup* *Camera* *Tow* *Package* *15* Comparables; Chevrolet Chevy Silverado 1500 Dodge RAM Nissan Titan GMC Sierra Toyota Tundra
"	2015	 Ford F150 F-150 King Ranch Turbo	 excellent	 8 cylinders	 rwd	 gas	73221	 silver	 full-size	 clean	 automatic	 1FTEW1EG3FFA67519
Call (662) 200-5006		18250	2016 Chevy Chevrolet Equinox LT 2 4L CARFAX One Owner Fuel Efficient	https://northmiss.craigslist.org/ctd/d/2016-chevy-chevrolet-equinox/6486689471.html	"
                    2018-02-06 11:45am
                "	16	"2016 Chevrolet Equinox LT
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1162 
 
Year:*2016*
Make: *Chevrolet*
Model: *Equinox*
Trim: *LT*
VIN: 2GNALCEK3G6225514
Stock: P1162
Mileage: 11200 miles
Engine: 2.4L 4-Cylinder SIDI DOHC VVT
Transmission: 6-Speed Automatic with Overdrive
Driveline: 
Exterior: Black
Body: 4D Sport Utility SUV


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1162 
 2016 Chevrolet Equinox LT with Back Up Camera for sale - Only 11K miles 1 Owner Clean Carfax Bumper to bumper warranty Automatic transmission Back Up Camera Power assisted rear gate Power drivers seat XM radio OnStar Bluetooth connectivity Power windows Power locks Cruise Luggage rack 17 inch alloy wheels and much more. This great looking SUV is Black paint with Jet Black interior. Equipped with a powerful yet fuel friendly 2. 4L engine that gets an impressive 32 MPG on the highway.This Chevrolet has been checked out by our service department and has passed inspection. No need to worry this Equinox has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Awards:* JD Power Initial Quality Study * 2016 IIHS Top Safety Pick Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 
Similar Trims: 
Comparables: Honda CRV CR-V Toyota RAV4 Nissan Rogue Ford Escape Jeep Liberty
Other: 2.4 Liters Liter 2.4L CARFAX One Owner 1 Fuel Efficient Gas Saver Sport Utility SUV LS LT LTZ 1LT 2LT 2 3.4L V6 FWD AWD 4WD 4x4 Sports Vehicle Bluetooth Back-Up Backup Camera Aluminum Alloy Wheels _2016_ _Chevy_ _Chevrolet_ _Equinox_ _LT_ _2.4L_ _CARFAX_ _One_ _Owner_ _Fuel_ _Efficient_ _SUV_ _Bluetooth_ _Backup_ _Camera_ _Aluminum_ _Wheels_ _Sport_ _Utility_ _16_ *2016* *Chevy* *Chevrolet* *Equinox* *LT* *2.4L* *CARFAX* *One* *Owner* *Fuel* *Efficient* *SUV* *Bluetooth* *Backup* *Camera* *Aluminum* *Wheels* *Sport* *Utility* *16*
"	2016	 Chevy Chevrolet Equinox LT 2.4L	 excellent	 8 cylinders	 rwd	 gas	11200	 silver	 full-size	 clean	 automatic	 2GNALCEK3G6225514
Call (662) 200-5006		22750	2012 GMC Yukon Denali V8 6 2L AWD CARFAX One Owner Third Row Seats	https://northmiss.craigslist.org/ctd/d/2012-gmc-yukon-denali-v8-6-2l/6486674661.html	"
                    2018-02-06 11:35am
                "	20	"2012 GMC Yukon Denali
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1154 
 
Year:*2012*
Make: *GMC*
Model: *Yukon*
Trim: *Denali*
VIN: 1GKS2EEFXCR213510
Stock: P1154
Mileage: 115317 miles
Engine: Vortec 6.2L V8 SFI VVT Flex Fuel
Transmission: 6-Speed Automatic Electronic with Overdrive
Driveline: 
Exterior: White Diamond Tricoat
Body: 4D Sport Utility SUV


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1154 
 2012 GMC Yukon Denali AWD with Navigation for sale - Only 115K miles 1 Owner Clean Carfax V8 engine All wheel drive Navigation Back Up Camera Leather Sunroof Rear DVD entertainment Middle row captains chairs Third row seat Power assisted rear gate Heated - Cooled - Memory - Power seats XM radio OnStar Bose speakers Bluetooth connectivity Remote starter Luggage rack Running boards Tow package 20 inch chrome wheels and more. This luxury SUV offers a sharp looking color combination of White Diamond Tricoat paint with Light Tan leather interior. Equipped with seating so that up to 7 passengers can ride in comfort.This GMC has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get extended warranty protection!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2010 10 2011 11 2012 12 2013 13 2014 14 
Similar Trims: Denali Hybrid SLE SLT XL 1500 2500 2500
Other: V8 6.2L 4WD AWD 4x4 FX4 4Matic Quattro 4Motion xDrive CARFAX One Owner 1 3rd Third Row Seats Heated Leather SL 2 3500 Denaly 5.3L 6.0L 8.1L L 1/2ton 3/4ton 1ton one half ton SUV Sport Utility Vehicle Navigation System Sunroof Moonroof Bluetooth Back-Up Backup Camera Tow Package _2012_ _GMC_ _Yukon_ _Denali_ _V8_ _6.2L_ _AWD_ _CARFAX_ _One_ _Owner_ _Third_ _Row_ _Seats_ _Leather_ _Navigation_ _Sunroof_ _Bluetooth_ _Backup_ _Camera_ _Tow_ _Package_ _Sport_ _Utility_ _12_ *2012* *GMC* *Yukon* *Denali* *V8* *6.2L* *AWD* *CARFAX* *One* *Owner* *Third* *Row* *Seats* *Leather* *Navigation* *Sunroof* *Bluetooth* *Backup* *Camera* *Tow* *Package* *Sport* *Utility* *12*
"	2012	 GMC Yukon Denali V8 6.2L AWD CAR	 excellent	 8 cylinders	 rwd	 gas	115317	 silver	 full-size	 clean	 automatic	 1GKS2EEFXCR213510
		20000	2010 Ford F-150 XLT 4x4 SuperCrew	https://northmiss.craigslist.org/ctd/d/2010-ford-150-xlt-4x4/6486671545.html	"
                    2018-02-06 11:33am
                "	24	"2010 Ford F-150 XLT 4x4 SuperCrew -- $20,000 â˜Ž Call: (256) 907-7256  ðŸ“± Text  (256) 907-7256 Vehicle Information: 2010 Ford F-150 XLT 4x4 SuperCrewPrice:  $20,000    Year:  2010*      Make:  *Ford**      Model:  *F-150**      Series:  *XLT 4x4 SuperCrew**      Body Style:  Truck*    Stock Number:  AY15104    VIN:  1FTEW1E87AFC04236    Mileage:  100,000    Engine:  4.6L V8 SOHC 24V    Transmission:  Automatic    Exterior Color:  Silver*    Interior Color:  Gray*We offer financing! Paste the link below to apply today!http://aswt.co/tg1f   For more details, pictures and information on this ***Ford**** ***F-150**** ***XLT 4x4 SuperCrew****, Paste the link below into your browser:  http://aswt.co/tilv   Vehicle Options For This *Ford** *F-150**:   âœ… Truck*                âœ… 4x4                âœ… AM/FM                âœ… Adjustable Pedals                âœ… Air Conditioning                âœ… Alarm System                âœ… Alloy Wheels                âœ… Anti-Lock Brakes                âœ… Automatic Headlights                âœ… Bedliner                âœ… CD                âœ… Cruise Control                âœ… Driver Airbag                âœ… Driver Multi-Adjustable Power Seat                âœ… Electrochromic Interior Rearview Mirror                âœ… Fog Lights                âœ… Front Side Airbag                âœ… Front Split Bench Seat                âœ… Interval Wipers                âœ… Key Pad Entry                âœ… Keyless Entry                âœ… Lift Kit                âœ… Locking Pickup Truck Tailgate                âœ… Passenger Airbag                âœ… Pickup Truck Cargo Box Light                âœ… Power Brakes                âœ… Power Locks                âœ… Power Mirrors                âœ… Power Steering                âœ… Power Windows                âœ… Running Boards                âœ… Second Row Folding Seat                âœ… Side Head Curtain Airbag                âœ… Sliding Rear Pickup Truck Window                âœ… Steering Wheel Mounted Controls                âœ… Tachometer                âœ… Telematics System                âœ… Tilt Wheel                âœ… Tinted Windows                âœ… Tire Pressure Monitor                    â˜Ž Call (256) 907-7256   or ðŸ“± Text  (256) 907-7256  to find out more about this ***Ford**** ***F-150****.  -or-            Paste the link below into your browser to get more detailed information about this ____Ford*____F-150*____XLT 4x4 SuperCrew*:  http://aswt.co/tilv    Call  or Text  us today and mention that you heard about this vehicle on Craigslist! "	2010	 Ford F-150	 excellent	 8 cylinders	 4wd	 gas	100625	 silver	 full-size	 clean	 automatic	 1FTEW1E87AFC04236
Call (662) 200-5006		5000	2010 Ford Escape XLT V6 3 0L CARFAX SUV Aluminum Wheels Tow Package	https://northmiss.craigslist.org/ctd/d/2010-ford-escape-xlt-v6-3-0l/6486661282.html	"
                    2018-02-06 11:27am
                "	9	"2010 Ford Escape XLT
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P1059A 
 
Year:*2010*
Make: *Ford*
Model: *Escape*
Trim: *XLT*
VIN: 1FMCU0DG6AKA30274
Stock: P1059A
Mileage: 166129 miles
Engine: Duratec 3.0L V6 Flex Fuel
Transmission: 6-Speed Automatic
Driveline: 
Exterior: Ingot Silver Metallic
Body: 4D Sport Utility SUV


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P1059A 
 2010 Ford Escape XLT for sale - Local trade in 166K miles Clean Carfax 3. 0L V6 engine Automatic transmission Power drivers seat XM radio Power windows Power locks Cruise Luggage rack Tow package 16 inch alloy wheels and much more. This SUV offers a sharp looking color combination of Ingot Silver Metallic paint with Charcoal Black interior.This Ford has been checked out by our service department and has passed inspection. No need to worry about future repairs for a few extra dollars per month you can get extended warranty protection!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2008 08 2009 09 2010 10 2011 11 2012 12 
Similar Trims: Hybrid Limited XLS XLT
Other: V6 3.0L Liters CARFAX Sport Utility SUV S SE SEL XLT 1.6L 2.5L 2.3L L AWD 4WD 4x4 Titanium Turbo Vehicle Fuel Efficient Aluminum Alloy Wheels Tow Package _2010_ _Ford_ _Escape_ _XLT_ _V6_ _3.0L_ _CARFAX_ _SUV_ _Aluminum_ _Wheels_ _Tow_ _Package_ _Sport_ _Utility_ _10_ *2010* *Ford* *Escape* *XLT* *V6* *3.0L* *CARFAX* *SUV* *Aluminum* *Wheels* *Tow* *Package* *Sport* *Utility* *10*
"	2010	 Ford Escape XLT V6 3.0L CARFAX S	 excellent	 8 cylinders	 4wd	 gas	166129	 silver	 full-size	 clean	 automatic	 1FMCU0DG6AKA30274
Grenada		1000	Chevy Silverado 1500 4wd Crew Cab V8 Like New	https://northmiss.craigslist.org/cto/d/chevy-silveradowd-crew-cab-v8/6480255591.html	"
                    2018-01-31  8:39pm
                "		"excellent condition inside and out, all power options, chrome wheels and bed rails, tonneau cover. 5.7L V8 engine auto trans., runs and drives like new, no lights or mechanical issues, brakes and tires have well over 75% percent life remaining. Garage kept.    "	1998	 chevrolet 1500	 excellent	 8 cylinders	 4wd	 gas	166129	 black	 full-size	 clean	 automatic	 1FMCU0DG6AKA30274
Memphis		3000	2004 Hyundai  Elantra excellent condition	https://northmiss.craigslist.org/cto/d/2004-hyundai-elantra/6486647761.html	"
                    2018-02-06 11:18am
                "	5	"04 Hyundai Elantra for sale. It's have 104 mile. It runs good. Ac & heat work excellent .gas saver. . If you are interested call @ show contact info
"	2004	 hyundai elantra	 excellent	 8 cylinders	 4wd	 gas	166129	 black	 full-size	 clean	 automatic	 1FMCU0DG6AKA30274
Greenwood MS		5800	"2011 CHEVY  MALIBU 99,000 miles"	https://northmiss.craigslist.org/cto/d/2011-chevy-malibumiles/6486646322.html	"
                    2018-02-06 11:17am
                "	15	"2011 Chevrolet Malibu 4-Cil,2.4L,99,000 miles all power,keyless entry,cruise control CD with auxiliary outlet good a/c and heat,clean runs and drives great $5,800obo call or text anytime  show contact info
"	2011	 chevrolet malibu ls 4dr sedan	 good	 4 cylinders	 fwd	 gas	99000	 grey	 full-size	 clean	 automatic	 1FMCU0DG6AKA30274
Memphis		3000	2004 Hyundai Elantra Excellent condition!!	https://northmiss.craigslist.org/cto/d/2004-hyundai-elantra/6486645396.html	"
                    2018-02-06 11:17am
                "	5	"04 Hyundai Elantra for sale. It's have 104 mile. It runs good. Ac & heat work excellent .gas saver. . If you are interested call @ show contact info
"	2004	 hyundai elantra	 good	 4 cylinders	 fwd	 gas	99000	 grey	 full-size	 clean	 automatic	 1FMCU0DG6AKA30274
Call (662) 200-5006		10750	2016 Nissan Sentra SV 1 8L CARFAX One Owner Fuel Efficient Bluetooth	https://northmiss.craigslist.org/ctd/d/2016-nissan-sentra-sv-1-8l/6486647779.html	"
                    2018-02-06 11:18am
                "	4	"2016 Nissan Sentra SV
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P0975 
 
Year:*2016*
Make: *Nissan*
Model: *Sentra*
Trim: *SV*
VIN: 3N1AB7AP8GY229578
Stock: P0975
Mileage: 47141 miles
Engine: 1.8L 4-Cylinder DOHC 16V
Transmission: CVT with Xtronic
Driveline: 
Exterior: Gun Metallic
Body: 4D Sedan Sedan


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P0975 
 2016 Nissan Sentra SV with Back Up Camera for sale - Only 47K miles 1 Owner Clean Carfax Powertrain warranty Automatic CVT transmission Back Up Camera XM radio Bluetooth connectivity Power windows Power locks Cruise and much more Safety features include ABS brakes Electronic Stability Control and Traction control. This vehicle offers a sharp looking color combination of Gun Metallic paint with Marble Gray interior. Equipped with a powerful yet fuel friendly 1. 8L engine that gets an impressive 37 MPG on the highway which means you will save a lot of money at the pump.This Nissan has been checked out by our service department and has passed inspection. No need to worry this Sentra has remaining factory powertrain warranty until 60000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Named a 2016 IIHS Top Safety Pick!Butch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 
Similar Trims: 
Other: 1.8 Liters Liter 1.8Liter 1.8L CARFAX One Owner 1 Fuel Efficient Gas Saver S SR SV SL SE-R R V 1.6L 2.0L 2.5L Spec Sedan Bluetooth Back-Up Backup Camera _2016_ _Nissan_ _Sentra_ _SV_ _1.8L_ _CARFAX_ _One_ _Owner_ _Fuel_ _Efficient_ _Bluetooth_ _Backup_ _Camera_ _16_ *2016* *Nissan* *Sentra* *SV* *1.8L* *CARFAX* *One* *Owner* *Fuel* *Efficient* *Bluetooth* *Backup* *Camera* *16*
"	2016	 Nissan Sentra SV 1.8L CARFAX One	 good	 4 cylinders	 fwd	 gas	47141	 grey	 full-size	 clean	 automatic	 3N1AB7AP8GY229578
Hickory Flat		14900	2014 Honda Accord	https://northmiss.craigslist.org/ctd/d/2014-honda-accord/6486644833.html	"
                    2018-02-06 11:17am
                "		"2014 Accord 
39k miles
Aluminum wheels 
662-333-7013    "	2014	 honda accord	 good	 4 cylinders	 fwd	 gas	47141	 grey	 full-size	 clean	 automatic	 3N1AB7AP8GY229578
Corinth		17800	Chevy Silverado	https://northmiss.craigslist.org/cto/d/chevy-silverado/6486635145.html	"
                    2018-02-06 11:10am
                "		Great truck.  Has no mechanical problems.  145k miles.    	2011	 2011 Chevy Silverado	 excellent	 8 cylinders	 fwd	 gas	145000	 grey	 full-size	 lien	 automatic	 3N1AB7AP8GY229578
Call (662) 200-5006		33500	2016 Jeep Wrangler Unlimited Sahara V6 3 6L 4WD CARFAX SUV Navigation	https://northmiss.craigslist.org/ctd/d/2016-jeep-wrangler-unlimited/6486635315.html	"
                    2018-02-06 11:10am
                "	24	"2016 Jeep Wrangler Unlimited Sahara
For Vehicle Availability Contact Us Now!!
Butch Davis Chevrolet  ""DRIVE A LITTLE-SAVE A LOT!""
Call Us AT: (662) 200-5006 
Stock Number: P0907 
 
Year:*2016*
Make: *Jeep*
Model: *Wrangler*
Trim: *Unlimited Sahara*
VIN: 1C4BJWEG6GL221299
Stock: P0907
Mileage: 18436 miles
Engine: 3.6L V6 24V VVT
Transmission: 5-Speed Automatic
Driveline: 
Exterior: Firecracker Red Clearcoat
Body: 4D Sport Utility SUV


We are conveniently located at:
2015 City Ave NRipley, MS 38663
Call Us (662) 200-5006
Stock Number: P0907 
 2016 Jeep Wrangler Unlimited Sahara with Navigation for sale - Only 18K miles Clean Carfax Bumper to bumper warranty 4 wheel drive Navigation Hard top Hard doors XM radio Bluetooth connectivity Power windows Power locks Cruise Remote starter Running boards 16 inch alloy wheels and much more. This vehicle offers a sharp looking color combination of Firecracker Red Clearcoat paint with Black interior.This Jeep has been checked out by our service department and has passed inspection. No need to worry this Wrangler has remaining factory bumper to bumper warranty until 36000 miles! Also for a few extra dollars per month you can extend the bumper to bumper protection all the way up to 120000 miles!Awards:* 2016 KBB.com 10 Best SUVs Under $25000 * 2016 KBB.com Best Resale Value AwardsButch Davis Chevrolet will help you save money while having the easiest car buying experience of your life! Many of the vehicles we stock are priced at thousand of dollars below what most other dealers charge. Our low no haggle internet prices are clearly marked on each and every vehicle. No pressure tactics here because our sales staff works on salary. At Butch Davis Chevrolet you will never waste time or get stressed out negotiating price or dealing with pushy commissioned sales people!FINANCING FOR FAIR GOOD AND EXCELLENT CREDIT - We have lenders that offer low interest rates. Most of our vehicles can be financed with 0 down for up to 75 months. The combination of low rates and flexible terms allows our customers with a good credit rating to get a low monthly payment often much less than they expect.FINANCING FOR POOR CREDIT - We have lenders that can help you. Bring your most recent paystub and your ID. A down payment of 2000 dollars or more is recommended.Trade ins are welcome.Open 9-7 during the week and 9-6 on Friday and Saturday. Closed Sundays. THANK YOU!
 Similar Years: 2014 14 2015 15 2016 16 2017 17 2018 18 
Similar Trims: 
Other: V6 3.6L Liters 4WD AWD 4x4 FX4 4Matic Quattro 4Motion xDrive CARFAX Sport Utility SUV Rubicon Sahara Freedom MOAB Edition S Unlimited RHD X CRD Off Road 2.4L 2.8L 3.8L 4.0L L Vehicle OffRoad Navigation System Bluetooth Aluminum Alloy Wheels _2016_ _Jeep_ _Wrangler_ _Unlimited_ _Sahara_ _V6_ _3.6L_ _4WD_ _CARFAX_ _SUV_ _Navigation_ _Bluetooth_ _Aluminum_ _Wheels_ _16_ *2016* *Jeep* *Wrangler* *Unlimited* *Sahara* *V6* *3.6L* *4WD* *CARFAX* *SUV* *Navigation* *Bluetooth* *Aluminum* *Wheels* *16*
"	2016	 Jeep Wrangler Unlimited Sahara V	 excellent	 8 cylinders	 fwd	 gas	18436	 grey	 full-size	 clean	 automatic	 1C4BJWEG6GL221299
HORN LAKE		17900	'08 TOYOTA TUNDRA SR5 4WD * BY OWNER*	https://northmiss.craigslist.org/cto/d/08-toyota-tundra-sr5-4wd-by/6453694774.html	"
                    2018-01-09  2:07pm
                "	9	"160K MILES / POWER SEAT/ POWER LOCKS+WINDOWS /SUNROOF/  NEW TOOL BOX / LEVELING KIT / AFTERMARKET EXHAUST SYSTEM(FLOWMASTER), THE TRUCK IS CLEAN INSIDE AND OUT, RUNS AND DRIVES GREAT.. *EVERYTHING WORKS* / TIRES+WHEELS ARE OFF A 2017 TUNDRA AND HAVE  100 MILES ON THEM / CLEAN CARFAX AND TITLE IN HAND  ### CAN SEND BETTER PICS  IF NEEDED ## JUST INSTALLED NEW STARTER**
"	2008	 toyota tundra	 excellent	 8 cylinders	 4wd	 gas	160000	 silver	 full-size	 clean	 automatic	 1C4BJWEG6GL221299
